
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100


<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,			*,		1,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,			*,		1,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		1,		-1	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		1,		-1	// Sellvalue -1 means it can not be selled
			MMG_tactical_pouch_dark_woodland,  *, 2500,  500
			MMG_tactical_pouch_ucp,  *, 2500,  500
			MMG_tactical_pouch_multicam_tropic,  *, 2500,  500
			MMG_tactical_pouch_atacs,  *, 2500,  500

		<Category>MMG Backpacks
			MMG_carrier_backpack_black,   *,  7500, 2000
			MMG_carrier_backpack_olive,   *,  7500, 2000
			MMG_carrier_backpack_tan,   *,  7500, 2000
			MMG_carrier_backpack_multicam,   *,  7500, 2000
			MMG_carrier_backpack_alpine,   *,  7500, 2000
			MMG_carrier_backpack_erdl,   *,  7500, 2000
			MMG_carrier_backpack_multicamblack,   *,  7500, 2000
			MMG_carrier_backpack_dark_woodland		*,  7500, 2000
			MMG_carrier_backpack_ucp				*,  7500, 2000
			MMG_carrier_backpack_multicam_tropic	*,  7500, 2000
			MMG_carrier_backpack_atacs				*,  7500, 2000
			
			MMG_supplybag_black,   *,  7500, 2000
			MMG_supplybag_green,   *,  7500, 2000			
			MMG_supplybag_tan,   *,  7500, 2000
			MMG_supplybag_alpine,   *,  7500, 2000
			MMG_supplybag_erdl,   *,  7500, 2000
			MMG_supplybag_multicamblack,   *,  7500, 2000
			MMG_supplybag_multicam,   *,  7500, 2000
			MMG_supplybag_dark_woodland,   *,  7500, 2000
			MMG_supplybag_ucp,   *,  7500, 2000
			MMG_supplybag_multicam_tropic,   *,  7500, 2000
			MMG_supplybag_atacs,   *,  7500, 2000
			
			
			MMG_assault_pack_black,   *,  7500, 2000
			MMG_assault_pack_olive,   *,  7500, 2000
			MMG_assault_pack_tan,   *,  7500, 2000
			MMG_assault_pack_dark_woodland,   *,  7500, 2000
			MMG_assault_pack_erdl,   *,  7500, 2000
			MMG_assault_pack_multicam,   *,  7500, 2000
			MMG_assault_pack_multicamblack,   *,  7500, 2000
			MMG_assault_pack_alpine,   *,  7500, 2000
			MMG_assault_pack_ucp,   *,  7500, 2000
			MMG_assault_pack_mct,   *,  7500, 2000
			MMG_assault_pack_atacs,   *,  7500, 2000
			
			MMG_camelback_tan,   *,  7500, 2000
			MMG_camelback_black,   *,  7500, 2000
			MMG_camelback_green,   *,  7500, 2000
			MMG_camelback_multicamblack,   *,  7500, 2000
			MMG_camelback_multicam,   *,  7500, 2000
			MMG_camelback_erdl,   *,  7500, 2000
			MMG_camelback_alpine,   *,  7500, 2000
			MMG_camelback_dark_woodland,   *,  7500, 2000
			MMG_camelback_ucp,   *,  7500, 2000
			MMG_camelback_multicam_tropic,   *,  7500, 2000
			MMG_camelback_atacs,   *,  7500, 2000
			
			MMG_mmps_bag_black,   *,  7500, 2000
			MMG_mmps_bag_green,   *,  7500, 2000
			MMG_mmps_bag_tan,   *,  7500, 2000
			MMG_mmps_bag_multicam,   *,  7500, 2000
			MMG_mmps_bag_multicam_tropic,   *,  7500, 2000
			MMG_mmps_bag_multicamblack,   *,  7500, 2000
			MMG_mmps_bag_dark_woodland,   *,  7500, 2000
			MMG_mmps_bag_erdl,   *,  7500, 2000
			MMG_mmps_bag_alpine,   *,  7500, 2000
			MMG_mmps_bag_ucp,   *,  7500, 2000
			MMG_mmps_bag_atacs,   *,  7500, 2000

		<Category>MMG Belt
			MMG_falcon_b1_belt_olive,   *,  1000,   250
			MMG_falcon_b1_belt_black,   *,  1000,   250
			MMG_falcon_b1_belt_tan,   *,  1000,   250
			MMG_falcon_b1_belt_alpine,   *,  1000,   250
			MMG_falcon_b1_belt_erdl,   *,  1000,   250
			MMG_falcon_b1_belt_multicamblack,   *,  1000,   250
			MMG_falcon_b1_belt_multicam,   *,  1000,   250
			MMG_falcon_b1_belt_dark_woodland,   *,  1000,   250
			MMG_falcon_b1_belt_ucp,   *,  1000,   250
			MMG_falcon_b1_belt_multicam_tropic,   *,  1000,   250
			MMG_falcon_b1_belt_atacs,   *,  1000,   250

		<Category>MMG Helmets
			MMG_tactical_helmet_black,   *,   2500,  500
			MMG_tactical_helmet_green,   *,   2500,  500
			MMG_tactical_helmet_tan,   *,   2500,  500
			MMG_tactical_helmet_multicam,   *,   2500,  500
			MMG_tactical_helmet_alpine,   *,   2500,  500
			MMG_tactical_helmet_erdl,   *,   2500,  500
			MMG_tactical_helmet_multicamblack,   *,   2500,  500
			MMG_tactical_helmet_dark_woodland,   *,   2500,  500
			MMG_tactical_helmet_ucp,   *,   2500,  500
			MMG_tactical_helmet_multicam_tropic,   *,   2500,  500
			MMG_tactical_helmet_police,   *,   2500,  500
			MMG_tactical_helmet_atacs,   *,   2500,  500
			
			MMG_striker_helmet_rusty,   *,   7500,  500
			MMG_striker_helmet_black,   *,   7500,  500
			MMG_striker_helmet_green,   *,   7500,  500
			MMG_striker_helmet_tan,   *,   7500,  500
			MMG_striker_helmet_alpine,   *,   7500,  500
			MMG_striker_helmet_erdl,   *,   7500,  500
			MMG_striker_helmet_multicamblack,   *,   7500,  500
			MMG_striker_helmet_multicam,   *,   7500,  500
			MMG_striker_helmet_dark_woodland,   *,   7500,  500
			MMG_striker_helmet_admin,   *,   7500,  500
			MMG_striker_helmet_ucp,   *,   -1,  50000
			MMG_striker_helmet_multicam_tropic,   *,   7500,  500
			MMG_striker_helmet_atacs,   *,   7500,  500

		<Category>MMG Helmet Attachments
			MMG_headphones_black,   *,   2500,  500
			MMG_headphones_green,   *,   2500,  500
			MMG_headphones_tan,   *,   2500,  500
			MMG_headphones_ucp,   *,   2500,  500
			
			MMG_ballistic_earcover_black,   *,   2500,  500
			MMG_ballistic_earcover_green,   *,   2500,  500
			MMG_ballistic_earcover_tan,   *,   2500,  500
			
			MMG_tactical_visor_black,		              	*,		5000,		500
			MMG_tactical_visor_green,		                *,		5000,		500
			MMG_tactical_visor_tan,		                   	*,		5000,		500

		<Category>MMG Holster:
			MMG_Holster_black,   *,   2500,  500
			MMG_Holster_green,   *,   2500,  500
			MMG_Holster_tan,   *,   2500,  500
			MMG_Holster_alpine,   *,   2500,  500
			MMG_Holster_erdl,   *,   2500,  500
			MMG_Holster_multicamblack,   *,   2500,  500
			MMG_Holster_multicam,   *,   2500,  500
			MMG_Holster_dark_woodland,   *,   2500,  500
			MMG_Holster_ucp,   *,   2500,  500
			MMG_Holster_multicam_tropic,   *,   2500,  500
			MMG_Holster_atacs,   *,   2500,  500

		<Category>MMG Sheath
			MMG_sheath_black,   *,   2500,  500
			MMG_sheath_olive,   *,   2500,  500
			MMG_sheath_tan,   *,   2500,  500
			MMG_sheath_mcb_digital,   *,   2500,  500
			MMG_sheath_alpine,   *,   2500,  500
			MMG_sheath_erdl,   *,   2500,  500
			MMG_sheath_multicamblack,   *,   2500,  500
			MMG_sheath_multicam,   *,   2500,  500
			MMG_sheath_dark_woodland,   *,   2500,  500
			MMG_sheath_ucp,   *,   2500,  500
			MMG_sheath_atacs,   *,   2500,  500
							
		<Category>MMG Bottle
			MMG_bottle_black,   *,   2500,  500
			MMG_bottle_olive,   *,   2500,  500
			MMG_bottle_tan,   *,   2500,  500
			MMG_bottle_alpine,   *,   2500,  500
			MMG_bottle_erdl,   *,   2500,  500
			MMG_bottle_multicamblack,   *,   2500,  500
			MMG_sheath_multicam_tropic,   *,   2500,  500
			MMG_bottle_multicam,   *,   2500,  500
			MMG_bottle_dark_woodland,   *,   2500,  500
			MMG_bottle_ucp,   *,   2500,  500
			MMG_bottle_multicam_tropic,   *,   2500,  500
			MMG_bottle_atacs,   *,   2500,  500

		<Category>MMG Carbine
			MMG_carbine_red,   *,   2500,  500
			MMG_carbine_green,   *,   2500,  500
			MMG_carbine_orange,   *,   2500,  500
			MMG_carbine_blue,   *,   2500,  500
			MMG_carbine_black,   *,   2500,  500
			MMG_carbine_grey,   *,   2500,  500

		<Category>MMG Combatpants
			MMG_combatpants_olive,   *,   2500,  500
			MMG_combatpants_black,   *,   2500,  500
			MMG_combatpants_tan,   *,   2500,  500
			MMG_combatpants_alpine,   *,   2500,  500
			MMG_combatpants_erdl,   *,   2500,  500
			MMG_combatpants_multicamblack,   *,   2500,  500
			MMG_combatpants_multicam,   *,   2500,  500
			MMG_combatpants_erdl,   *,   2500,  500
			MMG_combatpants_dark_woodland,   *,   2500,  500
			MMG_combatpants_admin,   *,   -1,  50000
			MMG_combatpants_ucp,   *,   2500,  500
			MMG_combatpants_multicam_tropic,   *,   2500,  500
			MMG_combatpants_police,   *,   2500,  500
			MMG_combatpants_atacs,   *,   2500,  500
			
		<Category>MMG Tactical Pants
			mmg_tactical_pants_black,   *,   2500,  500
			mmg_tactical_pants_green,   *,   2500,  500
			mmg_tactical_pants_tan,   *,   2500,  500
			mmg_tactical_pants_ucp,   *,   2500,  500
			mmg_tactical_pants_multicam,   *,   2500,  500
			mmg_tactical_pants_erdl,   *,   2500,  500
			mmg_tactical_pants_atacs,   *,   2500,  500
			mmg_tactical_pants_multicamblack,   *,   2500,  500
			mmg_tactical_pants_multicam_tropic,   *,   2500,  500
			mmg_tactical_pants_alpine,   *,   2500,  500
			mmg_tactical_pants_dark_woodland,   *,   2500,  500
			mmg_tactical_pants_atacs,   *,   2500,  500

		<Category>MMG Combatshirt
			MMG_combatshirt_green,   *,   2500,  500
			MMG_combatshirt_black,   *,   2500,  500
			MMG_combatshirt_tan,   *,   2500,  500
			MMG_combatshirt_alpine,   *,   2500,  500
			MMG_combatshirt_erdl,   *,   2500,  500
			MMG_combatshirt_multicamblack,   *,   2500,  500
			MMG_combatshirt_multicam,   *,   2500,  500
			MMG_combatshirt_dark_woodland,   *,   2500,  500
			MMG_combatshirt_admin,   *,   -1,  50000
			MMG_combatshirt_ucp,   *,   2500,  500
			MMG_combatshirt_multicam_tropic,   *,   2500,  500
			MMG_combatshirt_police,   *,   2500,  500
			MMG_combatshirt_atacs,   *,   2500,  500

			
		<Category>MMG Operator Shirt
			MMG_operatorshirt_black,   *,   2500,  500
			MMG_operatorshirt_green,   *,   2500,  500
			MMG_operatorshirt_tan,   *,   2500,  500
			MMG_operatorshirt_erdl,   *,   2500,  500
			MMG_operatorshirt_multicamblack,   *,   2500,  500
			MMG_operatorshirt_multicam,   *,   2500,  500
			MMG_operatorshirt_dark_woodland,   *,   2500,  500
			MMG_operatorshirt_alpine,   *,   2500,  500
			MMG_operatorshirt_ucp,   *,   2500,  500
			MMG_operatorshirt_multicam_tropic,   *,   2500,  500
			MMG_operatorshirt_atacs,   *,   2500,  500
		
		<Category>MMG Tactical Shirt
			MMG_tactical_shirt_ucp,   *,   2500,  500
			MMG_tactical_shirt_black,   *,   2500,  500
			MMG_tactical_shirt_green,   *,   2500,  500
			MMG_tactical_shirt_tan,   *,   2500,  500
			MMG_tactical_shirt_multicamblack,   *,   2500,  500
			MMG_tactical_shirt_erdl,   *,   2500,  500
			MMG_tactical_shirt_dark_wl,   *,   2500,  500
			MMG_tactical_shirt_alpine,   *,   2500,  500
			MMG_tactical_shirt_multicam,   *,   2500,  500
			MMG_tactical_shirt_multicam_tropic,   *,   2500,  500
			MMG_tactical_shirt_atacs,   *,   2500,  500
			
		<Category>MMG Tactical Gloves
			mmg_tactical_gloves_black,   *,   2500,  500
			mmg_tactical_gloves_green,   *,   2500,  500
			mmg_tactical_gloves_tan,   *,   2500,  500
			mmg_tactical_gloves_multicam,   *,   2500,  500
			mmg_tactical_gloves_multicamblack,   *,   2500,  500
			mmg_tactical_gloves_erdl,   *,   2500,  500
			mmg_tactical_gloves_alpine,   *,   2500,  500
			mmg_tactical_gloves_dark_woodland,   *,   2500,  500
			mmg_tactical_gloves_ucp,   *,   2500,  500
			mmg_tactical_gloves_multicam_tropic,   *,   2500,  500
			mmg_tactical_gloves_atacs,   *,   2500,  500
			
		<Category>MMG Jungle Boots
			MMG_boots_black,   *,   2500,  500
			MMG_boots_green,   *,   2500,  500
			MMG_boots_tan,   *,   2500,  500
			MMG_boots_multicam,   *,   2500,  500
			MMG_boots_multicamblack,   *,   2500,  500
			MMG_boots_erdl,   *,   2500,  500
			MMG_boots_alpine,   *,   2500,  500
			MMG_boots_dark_woodland,   *,   2500,  500
			MMG_boots_ucp,   *,   2500,  500
			MMG_boots_multicam_tropic,   *,   2500,  500
			MMG_boots_atacs,   *,   2500,  500
			
		<Category>MMG Facemask
			MMG_facemask_green,   *,   2500,  500
			MMG_facemask_black,   *,   2500,  500
			MMG_facemask_tan,   *,   2500,  500
			MMG_facemask_alpine,   *,   2500,  500
			MMG_facemask_erdl,   *,   2500,  500
			MMG_facemask_multicamblack,   *,   2500,  500
			MMG_facemask_multicam,   *,   2500,  500
			MMG_facemask_dark_woodland,   *,   2500,  500
			MMG_facemask_ucp,   *,   2500,  500
			MMG_facemask_multicam_tropic,   *,   2500,  500
			MMG_facemask_atacs,   *,   2500,  500
			MMG_facemask_skull,   *,   2500,  500
			MMG_facemask_joker,   *,   2500,  500
			
		<Category>MMG Balaclava
			MMG_balaclava_black,   *,   2500,  500
			MMG_balaclava_olive,   *,   2500,  500
			MMG_balaclava_tan,   *,   2500,  500
			MMG_balaclava_erdl,   *,   2500,  500
			MMG_balaclava_alpine,   *,   2500,  500
			MMG_balaclava_multicamblack,   *,   2500,  500
			MMG_balaclava_multicam,   *,   2500,  500
			MMG_balaclava_dark_woodland,   *,   2500,  500
			MMG_balaclava_admin,   *,   -1,  50000
			MMG_balaclava_ucp,   *,   2500,  500
			MMG_balaclava_multicam_tropic,   *,   2500,  500
			MMG_balaclava_atacs,   *,   2500,  500
		
		<Category> MMG Heavy Armour
			MMG_MK_V_Armor_black,							*,		75000,		15000
			MMG_MK_V_Armor_green,							*,		75000,		15000
			MMG_MK_V_Armor_tan,								*,		75000,		15000
			MMG_MK_V_Armor_multicamblack,					*,		75000,		15000
			MMG_MK_V_Armor_multicam,						*,		75000,		15000
			MMG_MK_V_Armor_alpine,							*,		75000,		15000
			MMG_MK_V_Armor_dark_woodland,					*,		75000,		15000
			MMG_MK_V_Armor_erdl,							*,		75000,		15000
			MMG_MK_V_Armor_ucp,								*,		75000,		15000
			MMG_MK_V_Armor_multicam_tropic,					*,		75000,		15000
			MMG_MK_V_Armor_atacs,							*,		75000,		15000
			
			MMG_mk5_utility_pouch_black,					*,		2500,		1000
			MMG_mk5_utility_pouch_green,					*,		2500,		1000
			MMG_mk5_utility_pouch_tan,						*,		2500,		1000
			MMG_mk5_utility_pouch_multicamblack,			*,		2500,		1000
			MMG_mk5_utility_pouch_multicam,					*,		2500,		1000
			MMG_mk5_utility_pouch_erdl,						*,		2500,		1000
			MMG_mk5_utility_pouch_alpine,					*,		2500,		1000
			MMG_mk5_utility_pouch_dark_woodland,			*,		2500,		1000
			MMG_mk5_utility_pouch_ucp,						*,		2500,		1000
			MMG_mk5_utility_pouch_multicam_tropic,			*,		2500,		1000
			MMG_mk5_utility_pouch_atacs,					*,		2500,		1000
			
			MMG_mk5_grenade_pouch_black,					*,		2500,		1000
			MMG_mk5_grenade_pouch_green,					*,		2500,		1000
			MMG_mk5_grenade_pouch_tan,						*,		2500,		1000
			MMG_mk5_grenade_pouch_multicamblack,			*,		2500,		1000
			MMG_mk5_grenade_pouch_multicam,					*,		2500,		1000
			MMG_mk5_grenade_pouch_alpine,					*,		2500,		1000
			MMG_mk5_grenade_pouch_erdl,						*,		2500,		1000
			MMG_mk5_grenade_pouch_dark_woodland,			*,		2500,		1000
			MMG_mk5_grenade_pouch_ucp,						*,		2500,		1000
			MMG_mk5_grenade_pouch_multicam_tropic,			*,		2500,		1000
			MMG_mk5_grenade_pouch_atacs,					*,		2500,		1000
			
			<Category> MMG Patches Rubber
			MMG_patch_rubber_dayz,		                        *,		1000,		100
			MMG_patch_rubber_511,		                        *,		1000,		100
			MMG_patch_rubber_driver,		                    *,		1000,		100
			MMG_patch_rubber_medic,		                        *,		1000,		100
			MMG_patch_rubber_pilot,		                        *,		1000,		100
			MMG_patch_rubber_toxic,		                        *,		1000,		100
			MMG_patch_rubber_cherno_special,		            *,		1000,		100
			MMG_patch_rubber_livonia_special,		            *,		1000,		100
			MMG_patch_rubber_namalsk_special,		            *,		1000,		100
			MMG_patch_rubber_bushcraft,		                    *,		1000,		100
			MMG_patch_rubber_bushcraft1,		                *,		1000,		100
			MMG_patch_rubber_police,		                    *,		1000,		100
			MMG_patch_rubber_punisher,		                    *,		1000,		100
			MMG_patch_rubber_rangers,		            		*,		1000,		100
			MMG_patch_rubber_eod,		                        *,		1000,		100
			MMG_patch_rubber_mmg,		                   		*,		1000,		100
			MMG_patch_rubber_sniper1,		                    *,		1000,		100
			MMG_patch_rubber_australia,		                    *,		1000,		100
			MMG_patch_rubber_austria,		                    *,		1000,		100
			MMG_patch_rubber_austria1,		                	*,		1000,		100
			MMG_patch_rubber_germany,		                    *,		1000,		100
			MMG_patch_rubber_sweden,		                    *,		1000,		100
			MMG_patch_rubber_norway,		                    *,		1000,		100
			MMG_patch_rubber_ukraine,		                    *,		1000,		100
			MMG_patch_rubber_bulgaria,		                	*,		1000,		100
			MMG_patch_rubber_switzerland,		                *,		1000,		100
			MMG_patch_rubber_czech_republic,		            *,		1000,		100
			MMG_patch_rubber_denmark,		                    *,		1000,		100
			MMG_patch_rubber_england,		                    *,		1000,		100
			MMG_patch_rubber_finland,		               		*,		1000,		100
			MMG_patch_rubber_france,		                	*,		1000,		100
			MMG_patch_rubber_greece,		                    *,		1000,		100
			MMG_patch_rubber_netherlands,		                *,		1000,		100
			MMG_patch_rubber_poland,		                     *,		1000,		100
			MMG_patch_rubber_south_africa,		                 *,		1000,		100
			MMG_patch_rubber_slovakia,		                    *,		1000,		100
			MMG_patch_rubber_uk,		                    *,		1000,		100
			MMG_patch_rubber_usa,		                    *,		1000,		100
			MMG_patch_rubber_bra,		                    *,		1000,		100
			MMG_patch_rubber_can,		                    *,		1000,		100
			MMG_patch_rubber_chl,		                    *,		1000,		100
			MMG_patch_rubber_cro,		                    *,		1000,		100
			MMG_patch_rubber_irl,		                    *,		1000,		100
			MMG_patch_rubber_nzl,		                    *,		1000,		100
			MMG_patch_rubber_rou,		                    *,		1000,		100
			MMG_patch_rubber_tur,		                    *,		1000,		100
			MMG_patch_rubber_mex,		                    *,		1000,		100
			MMG_patch_rubber_por,		                    *,		1000,		100
			MMG_patch_rubber_wales,                 		*,		1000,		100
			MMG_patch_rubber_apos,		                    *,		1000,		100
			MMG_patch_rubber_bpos,		                    *,		1000,		100
			MMG_patch_rubber_abpos,		                    *,		1000,		100
			MMG_patch_rubber_0pos,		                    *,		1000,		100
			MMG_patch_rubber_aneg,		                    *,		1000,		100
			MMG_patch_rubber_bneg,		                    *,		1000,		100
			MMG_patch_rubber_abneg,		                    *,		1000,		100
			MMG_patch_rubber_0neg,		                    *,		1000,		100
			
			<Category> MMG Patches Fabric
			MMG_patch_fabric_dayz,		                        *,		1000,		100
			MMG_patch_fabric_511,		                        *,		1000,		100
			MMG_patch_fabric_driver,		                    *,		1000,		100
			MMG_patch_fabric_medic,		                        *,		1000,		100
			MMG_patch_fabric_pilot,		                        *,		1000,		100
			MMG_patch_fabric_toxic,		                        *,		1000,		100
	<Category> Glasses
		SportGlasses_Orange,	*,		17,		8
		SportGlasses_Blue,		*,		18,		9
		SportGlasses_Black,		*,		20,		10
		SportGlasses_Green,		*,		20,		10
		ThinFramesGlasses,		*,		20,		10
		ThickFramesGlasses,		*,		23,		11
		DesignerGlasses,		*,		30,		15
		AviatorGlasses,			*,		40,		20
		TacticalGoggles,		*,		60,		30
		NVGHeadstrap,			*,		200,	120
		
	<Category> Armbands
		Armband_Pink,			*,		15,		5
		Armband_Yellow,			*,		15,		5
		Armband_Orange,			*,		15,		5
		Armband_Red,			*,		15,		5
		Armband_Blue,			*,		15,		5
		Armband_White,			*,		15,		5
		Armband_Black,			*,		15,		5
		Armband_Green,			*,		15,		5
		Armband_Crook,			*,		15,		5
		Armband_Rex,			*,		15,		5
		Armband_Zagorky,		*,		15,		5
		
	<Category> Gloves
		SurgicalGloves_LightBlue,*,		5,		1
		SurgicalGloves_Blue,	*,		5,		1
		SurgicalGloves_White,	*,		5,		1
		SurgicalGloves_Green,	*,		5,		1
		WorkingGloves_Yellow,	*,		25,		6
		WorkingGloves_Beige,	*,		30,		8
		WorkingGloves_Brown,	*,		30,		8
		WorkingGloves_Black,	*,		30,		8
		TacticalGloves_Beige,	*,		35,		10
		TacticalGloves_Black,	*,		35,		10
		TacticalGloves_Green,	*,		35,		10
		OMNOGloves_Gray,		*,		40,		12
		OMNOGloves_Brown,		*,		40,		12
		NBCGlovesGray,			*,		65,		20
		NBCGlovesYellow,		*,		65,		20
		WoolGlovesFingerless_Black,	*,		25,		6
		WoolGlovesFingerless_Green,	*,		25,		6
		WoolGlovesFingerless_Tan,	*,		25,		6
		WoolGlovesFingerless_White,	*,		25,		6
		WoolGloves_Black,		*,		25,		6
		WoolGloves_Green,		*,		25,		6
		WoolGloves_Tan,			*,		25,		6
		WoolGloves_White,		*,		25,		6
		WoolGloves_ChristmasBlue,		*,		25,		6
		WoolGloves_ChristmasRed,		*,		25,		6
		PaddedGloves_Beige,		*,		25,		6
		PaddedGloves_Brown,		*,		25,		6
		PaddedGloves_Threat,		*,		25,		6
		
	<Category> Hats & Caps
		MedicalScrubsHat_Blue,	*,		2,		1
		MedicalScrubsHat_White,	*,		2,		1
		MedicalScrubsHat_Green,	*,		2,		1
		Bandana_Polkapattern,	*,		6,		2
		Bandana_Redpattern,		*,		6,		2
		Bandana_Blackpattern,	*,		6,		2
		Bandana_Greenpattern,	*,		8,		2
		Bandana_Camopattern,	*,		10,		3
		BaseballCap_CMMG_Pink,	*,		12,		3
		BaseballCap_Pink,		*,		12,		3
		BaseballCap_Red,		*,		12,		3
		BaseballCap_Blue,		*,		12,		3
		BaseballCap_Beige,		*,		12,		3
		BaseballCap_CMMG_Black,	*,		12,		3
		BaseballCap_Black,		*,		13,		3
		BaseballCap_Olive,		*,		14,		4
		BaseballCap_Camo,		*,		16,		5
		PrisonerCap,			*,		16,		5
		BoonieHat_Orange,		*,		16,		5
		BoonieHat_Red,			*,		16,		5
		BoonieHat_Blue,			*,		16,		5
		BoonieHat_NavyBlue,		*,		16,		5
		BoonieHat_Black,		*,		17,		5
		BoonieHat_Tan,			*,		18,		6
		BoonieHat_Olive,		*,		18,		6
		BoonieHat_DPM,			*,		20,		7
		BoonieHat_Dubok,		*,		20,		7
		BoonieHat_Flecktran,	*,		20,		7
		CowboyHat_Brown,		*,		20,		7
		CowboyHat_darkBrown,	*,		20,		7
		CowboyHat_black,		*,		20,		7
		CowboyHat_green,		*,		20,		7
		PilotkaCap,				*,		25,		7
		OKZKCap_Beige,				*,		25,		7
		OKZKCap_Green,				*,		25,		7
		OfficerHat,				*,		25,		7
		PoliceCap,				*,		25,		7
		MilitaryBeret_ChDKZ,	*,		26,		7
		MilitaryBeret_Red,		*,		26,		7
		MilitaryBeret_UN,		*,		26,		7
		MilitaryBeret_CDF,		*,		27,		7
		MilitaryBeret_NZ,		*,		27,		7
		BeanieHat_Pink,			*,		30,		8
		BeanieHat_Red,			*,		30,		8
		BeanieHat_Blue,			*,		30,		8
		BeanieHat_Grey,			*,		30,		8
		BeanieHat_Beige,		*,		30,		8
		BeanieHat_Brown,		*,		30,		8
		BeanieHat_Black,		*,		31,		8
		BeanieHat_Green,		*,		32,		9
		FlatCap_Red,			*,		32,		8
		FlatCap_Blue,			*,		32,		8
		FlatCap_BrownCheck,		*,		32,		8
		FlatCap_GreyCheck,		*,		32,		8
		FlatCap_Grey,			*,		32,		8
		FlatCap_Brown,			*,		32,		8
		FlatCap_Black,			*,		32,		8
		FlatCap_BlackCheck,		*,		32,		8
		ZmijovkaCap_Red,		*,		36,		9
		ZmijovkaCap_Blue,		*,		36,		9
		ZmijovkaCap_Brown,		*,		36,		9
		ZmijovkaCap_Black,		*,		37,		9
		ZmijovkaCap_Green,		*,		38,		10
		RadarCap_Red,			*,		40,		10
		RadarCap_Blue,			*,		40,		10
		RadarCap_Brown,			*,		40,		10
		RadarCap_Black,			*,		42,		10
		RadarCap_Green,			*,		45,		12
		Ushanka_Blue,			*,		50,		15
		Ushanka_Black,			*,		50,		15
		Ushanka_Green,			*,		55,		18
		PetushokHat_Black,			*,		55,		18
		PetushokHat_Green,			*,		55,		18
		PetushokHat_Yellow,			*,		55,		18
		WinterCoif_Black,			*,		55,		18
		WinterCoif_Blue,			*,		55,		18
		WinterCoif_Green,			*,		55,		18
		WinterCoif_Skull,			*,		55,		18
		NBCHoodGray,			*,		100,	30		
		NBCHoodYellow,			*,		100,	30

	<Category> Helmets
		ConstructionHelmet_Yellow,*,	30,		7
		ConstructionHelmet_Orange,*,	30,		7
		ConstructionHelmet_Red,	*,		30,		7
		ConstructionHelmet_Blue,*,		30,		7
		ConstructionHelmet_White,*,		30,		7
		ConstructionHelmet_Lime,*,		33,		8
		SkateHelmet_Red,		*,		45,		12
		SkateHelmet_Blue,		*,		45,		12
		SkateHelmet_Gray,		*,		45,		12
		SkateHelmet_Black,		*,		47,		12
		SkateHelmet_Green,		*,		50,		13
		HockeyHelmet_Red,		*,		50,		13
		HockeyHelmet_Blue,		*,		50,		13
		HockeyHelmet_White,		*,		50,		13
		HockeyHelmet_Black,		*,		55,		14
		DirtBikeHelmet_Mouthguard,*,	15,		4
		DirtBikeHelmet_Visor,	*,		25,		8
		DirtBikeHelmet_Red,		*,		60,		15
		DirtBikeHelmet_Blue,	*,		60,		15
		DirtBikeHelmet_Police,	*,		60,		15
		DirtBikeHelmet_Green,	*,		60,		15
		DirtBikeHelmet_Chernarus,*,		60,		15
		DirtBikeHelmet_Black,	*,		65,		16
		DirtBikeHelmet_Khaki,	*,		70,		18
		MotoHelmet_Red,			*,		70,		18
		MotoHelmet_Blue,		*,		70,		18
		MotoHelmet_White,		*,		70,		18
		MotoHelmet_Lime,		*,		70,		18
		MotoHelmet_Grey,		*,		75,		18
		MotoHelmet_Black,		*,		75,		20
		MotoHelmet_Green,		*,		80,		22
		MotoHelmet_Yellow,		*,		80,		22
		DarkMotoHelmet_Red,		*,		80,		22
		DarkMotoHelmet_Blue,	*,		80,		22
		DarkMotoHelmet_White,	*,		80,		22
		DarkMotoHelmet_Lime,	*,		80,		22
		DarkMotoHelmet_Grey,	*,		80,		22
		DarkMotoHelmet_Black,	*,		85,		23
		DarkMotoHelmet_Green,	*,		90,		25
		DarkMotoHelmet_YellowScarred,	*,		900,		-1
		TankerHelmet,			*,		100,	25
		ZSh3PilotHelmet,		*,		130,	35
		FirefightersHelmet_Yellow,*,	150,	40
